id,university_name
877,Mahatma Jyotiba Phule Rohilkhand University
878,Mahatma Gandhi Kashi Vidyapeeth
879,Maharishi University of Information Technology
880,Mahayogi Gorakhnath University Gorakhpur
881,Mohammad Ali Jauhar University
882,Monad University
883,Narendra Deo University of Agriculture & Technology
884,Nehru Gram Bharati
885,Noida International University
886,Raja Mahendra Pratap Singh State University
887,Rajiv Gandhi National Aviation University
888,Rama University
889,Rani Lakshmi Bai Central Agricultural University
890,Sam Higginbottom Institute of Agriculture
891,Sampurnanand Sanskrit Vishwavidyalaya
892,Sanskriti University
893,Santosh
894,Sardar Vallabh Bhai Patel University of Agriculture & Technology
895,Sharda University
896,S hiv Nadar (Institution of Eminence Deemed to be University)
897,Shobhit Institute of Engineering & Technology
898,Shobhit University
899,Shri Ramswaroop Memorial University
900,Siddharth University
901,Swami Vivekanand Subharti University
902,Shri Venkateshwara University
903,Teerthanker Mahaveer University
904,The Glocal University
905,University of Lucknow
906,United University
907,U.P. King George’s University of Dental Science
908,Uttar Pradesh Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan
909,U.P. Rajarshi Tandon Open University
910,Uttar Pradesh University of Medical Sciences
911,University of Allahabad
912,Veer Bahadur Singh Purvanchal University
913,Bhagwant Global University
914,Dev Bhoomi Uttrakhand University
915,DIT University
916,Doon University
917,Forest Research Institute
918,G.B. Pant University of Agriculture and Technology
919,Graphic Era
920,Graphic Era Hill University (Formerly Graphic Era Parvatiya Vishwavidyalaya)
921,Gurukul Kangri Vishvidayala
922,Hemvati Nandan Bahuguna Garhwal University
923,Hemwati Nandan Bahuguna Medical Education University
924,Himalayiya University
925,Himgiri Zee University
926,IMS Unison University
927,Institute of Chartered Financial Analysts of India (ICFAI)
928,Kumaun University
929,Maharaja Agrasen Himalayan Garhwal University (Formerly Himalayan Garhwal University)
930,Motherhood University
931,Quantum University
932,Ras Bihari Bose Subharti University
933,Sardar Bhagwan Singh University
934,Shri Guru Ram Rai University
935,Soban Singh Jeena University
936,Sri Dev Suman Uttarakhand Vishwavidyalay
937,Surajmal University
938,Swami Rama Himalayan University
939,University of Engineering and Technology Roorkee
940,University of Patanjali
941,University of Petroleum and Energy Studies
942,Uttarakhand Ayurved University
943,Uttarakhand Open University
944,Uttarakhand Sanskrit University
945,Uttrakhand Technical University
946,Uttaranchal University
947,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry
948,Adamas University
949,Alipurduar University
950,Aliah University
951,Bankura University
952,Biswa Bangla Biswabidyalay
953,Bidhan Chandra Krishi Vishwavidyalaya
954,Brainware University
955,Cooch Behar Panchanan Barma University
956,Dakshin Dinajpur University
957,Darjeeling Hills University
958,Diamond Harbour Women’s University
959,Harichand Guruchand University
960,Hindi University
961,Indian Association for the Cultivation of Science (IACS)
962,Jadavpur University
963,JIS University
964,Kanyashree University
965,Kazi Nazrul University
966,Mahatma Gandhi University (Formerly Purba Medinipur University)
967,Maulana Abul Kalam Azad University of Technology
968,Murshidabad University
969,Netaji Subhash Open University
970,Presidency University
971,Rabindra Bharati University
972,Raiganj University
973,Ramakrishna Mission Vivekananda Educational and Research Institute
974,Rani Rashmoni Green University
975,Sadhu Ram Chand Murmu University of Jhargram (Formerly Jhargram University) Jhargram Raj College
976,Seacom Skills University
977,Sidho-Kanho-Birsha University
978,Sister Nivedita University
979,St. Xavier’s University
980,Swami Vivekananda University
981,Techno India University
982,The Neotia University
983,The Sanskrit College and University
984,The West Bengal National University of Juridical Science
985,The West Bengal University of Health Sciences
986,The West Bengal University of Teachers’ Training
987,University of Burdwan
988,University of Calcutta
989,University of Engineering and Management
990,University of Gour Banga
991,University of Kalyani
992,University of North Bengal
993,Uttar Banga Krishi Vishwavidyalaya
994,Vidyasagar University
995,Vishwa Bharati University
996,West Bengal State University
997,West Bengal University of Animal and Fishery Sciences
998,Dr. B.R. Ambedkar University (formerly Bharat Ratna Dr. B.R. Ambedkar University)
999,Delhi Pharmaceutical Sciences & Research University
1000,Delhi Skill and Entrepreneurship University
1001,Delhi Sports University
1002,Delhi Teachers University
1003,Delhi Technological University
1004,Guru Gobind Singh Indraprastha Vishwavidyalaya
1005,Indian Agricultural Research Institute
1006,Indian Institute of Foreign Trade
1007,In dian Law Institute
1008,Indira Gandhi National Open University
1009,Indira Gandhi Delhi Technical University for Women
1010,Indraprastha Institute of Information Technology
1011,Institute of Liver and Biliary Sciences (ILBS)
1012,Jamia Hamdard
1013,Jamia Mallia Islamia University
1014,Jawaharlal Nehru University
1015,Morarji Desai National Institute of Yoga
1016,National Institute of Educational Planning and Administration
1017,National Museum Institute of History of Art
1018,Netaji Subhas University of Technology
1019,Shri Lal Bahadur Shastri National Sanskrit University
1020,South Asian University
1021,The Central Sanskrit University
1022,TERI School of Advanced Studies
1023,University of Delhi
1024,Panjab University
1025,Punjab Engineering College
1026,Pondicherry University
1027,Puducherry Technological University
1028,Sri Balaji Vidyapeeth
1029,Central Institute of Buddhist Studies
1030,Sindhu Central University
1031,University of Ladakh
